Concatenate (Fusion),Supplier,PO No  ( EBS ),PO ( EBS ) Delivery Date,MRR No. ( EBS ),MRR Date ( EBS ),MRR No. ( Fusion ),MRR Release Date,Invoice Number,Invoice Ref.
17731-10798,MUHAMMAD AFZAL -CASH PURCHASES,17731,2023-11-10,5983,2023-11-10,10798,,0,Not Submitted
17731-10798,MUHAMMAD AFZAL -CASH PURCHASES,17731,2023-11-10,5983,2023-11-10,10798,,0,Not Submitted
17731-10798,MUHAMMAD AFZAL -CASH PURCHASES,17731,2023-11-10,5983,2023-11-10,10798,,0,Not Submitted
17731-10798,MUHAMMAD AFZAL -CASH PURCHASES,17731,2023-11-10,5983,2023-11-10,10798,,0,Not Submitted
17731-10798,MUHAMMAD AFZAL -CASH PURCHASES,17731,2023-11-10,5983,2023-11-10,10798,,0,Not Submitted
8593-0,AL NAFAY GRAVURE,8593,2020-08-01,5980,2020-07-31,0,,0,Not Submitted
17514-780,METIER IMPRESSIONS (PVT) LTD.,17514,2023-10-10,598,2023-10-16,780,2023-10-24,0,Not Submitted
16531-10807,NOOR & CO.,16531,2023-03-28,5970,2023-11-03,10807,,0,Not Submitted
16531-10807,NOOR & CO.,16531,2023-03-28,5970,2023-11-03,10807,,0,Not Submitted
16531-10807,NOOR & CO.,16531,2023-03-28,5970,2023-11-03,10807,,0,Not Submitted
17493-778,METIER IMPRESSIONS (PVT) LTD.,17493,2023-10-10,597,2023-10-11,778,2023-10-17,0,Not Submitted
17634-10766,M/S. K.S ENTERPRISES,17634,2023-10-02,5968,2023-11-01,10766,,0,Not Submitted
17634-0,M/S. K.S ENTERPRISES,17634,2023-10-02,5968,2023-11-01,0,,0,Not Submitted
17634-10766,M/S. K.S ENTERPRISES,17634,2023-10-02,5968,2023-11-01,10766,,0,Not Submitted
17634-10766,M/S. K.S ENTERPRISES,17634,2023-10-02,5968,2023-11-01,10766,,0,Not Submitted
17634-10766,M/S. K.S ENTERPRISES,17634,2023-10-26,5968,2023-11-01,10766,,0,Not Submitted
17634-10766,M/S. K.S ENTERPRISES,17634,2023-10-27,5968,2023-11-01,10766,,0,Not Submitted
1282-675,SWS (PVT) LIMITED,1282,2018-05-28,596,2018-06-07,675,2023-03-20,0,Not Submitted
17448-779,METIER IMPRESSIONS (PVT) LTD.,17448,2023-10-10,596,2023-10-11,779,2023-10-24,0,Not Submitted
7728-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,7728,2020-05-10,5955,2020-07-28,0,,0,Not Submitted
1282-674,SWS (PVT) LIMITED,1282,2018-05-28,595,2018-06-07,674,2023-03-20,0,Not Submitted
17493-776,METIER IMPRESSIONS (PVT) LTD.,17493,2023-10-10,595,2023-10-10,776,2023-10-12,0,Not Submitted
8594-0,METIER PLASTIC (PVT.) LIMITED,8594,2020-08-30,5933,2020-07-25,0,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14450-10704,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,2022-03-02,5929,2023-10-17,10704,,0,Not Submitted
14453-10703,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14453,2022-03-03,5928,2023-10-17,10703,,0,Not Submitted
14454-10702,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14454,2022-03-03,5927,2023-10-17,10702,,0,Not Submitted
14454-10702,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14454,2022-03-03,5927,2023-10-17,10702,,0,Not Submitted
14455-10701,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14455,2022-03-03,5926,2023-10-17,10701,,0,Not Submitted
14558-10700,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14558,2022-03-22,5925,2023-10-17,10700,,0,Not Submitted
14457-10699,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14457,2022-03-03,5924,2023-10-17,10699,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-15,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-15,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-15,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14624-10698,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,2022-04-20,5923,2023-10-17,10698,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-20,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-20,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-20,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-20,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14623-10697,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,2022-04-25,5922,2023-10-17,10697,,0,Not Submitted
14627-10696,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14627,2022-04-05,5921,2023-10-17,10696,,0,Not Submitted
14627-10696,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14627,2022-04-05,5921,2023-10-17,10696,,0,Not Submitted
14627-10696,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14627,2022-04-05,5921,2023-10-17,10696,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
16713-10695,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,2022-12-09,5920,2023-10-17,10695,,0,Not Submitted
3627-629,S. M. IMRAN,3627,2018-12-12,592,2018-12-19,629,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
14447-10693,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,2022-03-22,5918,2023-10-17,10693,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13925-10692,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,2022-02-21,5917,2023-10-17,10692,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13924-10691,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,2022-02-18,5916,2023-10-17,10691,,0,Not Submitted
13923-10690,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13923,2022-02-21,5915,2023-10-17,10690,,0,Not Submitted
13923-10690,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13923,2022-02-21,5915,2023-10-17,10690,,0,Not Submitted
13923-10690,SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13923,2022-02-21,5915,2023-10-17,10690,,0,Not Submitted
17071-10679,UNITED STATES PHARMACOPEIAL CONV.INC.,17071,2023-06-06,5908,2023-10-16,10679,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17543-10668,MUHAMMAD AFZAL -CASH PURCHASES,17543,2023-10-09,5902,2023-10-12,10668,,0,Not Submitted
17563-10666,INDUSTRIAL BUSINESS LINKS (PVT.) LIMITED,17563,2023-10-13,5900,2023-10-11,10666,,0,Not Submitted
995-0,"YENCHEN MACHINERY CO.,LTD",995,2017-12-20,59,2018-05-16,0,,0,Not Submitted
