Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.
17205-13451,17205-13132,13071,METIER IMPRESSIONS (PVT) LTD.,17205,13132,13451,23240105
17205-,17205-13177,13072,METIER IMPRESSIONS (PVT) LTD.,17205,13177,,23240121
17205-13441,17205-13136,13073,METIER IMPRESSIONS (PVT) LTD.,17205,13136,13441,23240108
17148-,17148-592,13074,METIER IMPRESSIONS (PVT) LTD.,17148,592,,23240120
17148-,17148-593,13075,METIER IMPRESSIONS (PVT) LTD.,17148,593,,23240122
17148-768,17148-588,13076,METIER IMPRESSIONS (PVT) LTD.,17148,588,768,23240107
16996-,16996-13113,13077,METIER AMPOULE (PVT.) LIMITED,16996,13113,,23240436
17343-,17343-13178,13078,METIER AMPOULE (PVT.) LIMITED,17343,13178,,23240496
17218-13477,17218-13168,13079,METIER PLASTIC (PVT.) LIMITED,17218,13168,13477,23240088
17218-13472,17218-13169,13080,METIER PLASTIC (PVT.) LIMITED,17218,13169,13472,23240088
17218-13476,17218-13164,13081,METIER PLASTIC (PVT.) LIMITED,17218,13164,13476,23240087
17218-13471,17218-13165,13082,METIER PLASTIC (PVT.) LIMITED,17218,13165,13471,23240087
17218-13470,17218-13163,13083,METIER PLASTIC (PVT.) LIMITED,17218,13163,13470,23240086
17218-13483,17218-13172,13084,METIER PLASTIC (PVT.) LIMITED,17218,13172,13483,23240092
17218-13485,17218-13173,13085,METIER PLASTIC (PVT.) LIMITED,17218,13173,13485,23240092
17218-13489,17218-13174,13086,METIER PLASTIC (PVT.) LIMITED,17218,13174,13489,23240092
17218-13484,17218-13175,13087,METIER PLASTIC (PVT.) LIMITED,17218,13175,13484,23240091
17218-13486,17218-13176,13088,METIER PLASTIC (PVT.) LIMITED,17218,13176,13486,23240091
17218-13481,17218-13170,13089,METIER PLASTIC (PVT.) LIMITED,17218,13170,13481,23240090
17218-13482,17218-13171,13090,METIER PLASTIC (PVT.) LIMITED,17218,13171,13482,23240090
17218-13410,17218-13098,13091,METIER PLASTIC (PVT.) LIMITED,17218,13098,13410,23240066
17218-13434,17218-13116,13092,METIER PLASTIC (PVT.) LIMITED,17218,13116,13434,23240074
17218-13435,17218-13117,13093,METIER PLASTIC (PVT.) LIMITED,17218,13117,13435,23240074
17218-13436,17218-13118,13094,METIER PLASTIC (PVT.) LIMITED,17218,13118,13436,23240074
17218-13447,17218-13127,13095,METIER PLASTIC (PVT.) LIMITED,17218,13127,13447,23240077
17218-13448,17218-13128,13096,METIER PLASTIC (PVT.) LIMITED,17218,13128,13448,23240077
17218-13449,17218-13129,13097,METIER PLASTIC (PVT.) LIMITED,17218,13129,13449,23240077
17383-,17383-13195,13098,AL NAFAY GRAVURE,17383,13195,,0933
17341-13417,17341-10396,13099,A. M. YOUSUF & CO.,17341,10396,13417,AMY/969
17134-10568,17134-5839,13100,KHAN PACKAGES,17134,5839,10568,1608
17134-10540,17134-5824,13101,KHAN PACKAGES,17134,5824,10540,1607
17265-13389,17265-13051,13102,KHAN PACKAGES,17265,13051,13389,1606
17123-13388,17123-13050,13103,KHAN PACKAGES,17123,13050,13388,1605
17123-13360,17123-13052,13104,KHAN PACKAGES,17123,13052,13360,1605
17204-13337,17204-13035,13105,KHAN PACKAGES,17204,13035,13337,1604
17226-13343,17226-13034,13106,KHAN PACKAGES,17226,13034,13343,1603
17052-13338,17052-13037,13107,KHAN PACKAGES,17052,13037,13338,1602
17123-13387,17123-13036,13108,KHAN PACKAGES,17123,13036,13387,1601
17134-10438,17134-5774,13109,KHAN PACKAGES,17134,5774,10438,1600
17474-5213,17474-4999,13110,A. G. ASSOCIATES,17474,4999,5213,6045
17455-13461,17455-13161,13111,REBORN INDUSTIRES (PVT) LTD,17455,13161,13461,335-23
17455-13474,17455-13162,13112,REBORN INDUSTIRES (PVT) LTD,17455,13162,13474,337-23
15847-10620,15847-5861,13113,DELTA BOILER SERVICES,15847,5861,10620,2118
17487-10611,17487-5856,13114,MICRO SCIENTIFIC CO.,17487,5856,10611,15872
17506-10628,17506-5869,13115,HEALTH FACTORY INTERNATIONAL,17506,5869,10628,00259973
17506-10627,17506-5868,13116,HEALTH FACTORY INTERNATIONAL,17506,5868,10627,00260447
17507-10629,17507-5870,13117,NOVINS FOODS,17507,5870,10629,INV959
17509--,17509--,13118,M/S ASAD WATER SUPPLIER,17509,-,-,005-A
17513-,17513-5878,13119,M/S ASAD WATER SUPPLIER,17513,5878,,005-B
17513-,17513-5878,13120,M/S ASAD WATER SUPPLIER,17513,5878,,005-C
15705-5201,15705-4987,13121,KEY AUTOMATION,15705,4987,5201,KEY/SL1/10/2023
15650-5200,15650-4986,13122,KEY AUTOMATION,15650,4986,5200,KEY/SL1/10/2023
14615-9136,14615--,13123,KEY AUTOMATION,14615,-,9136,KEY/SR1/11/2022
16994-10634,16994--,13124,SUPERNET LTD,16994,-,10634,2023/10/0868-001
16994-10634,16994--,13125,SUPERNET LTD,16994,-,10634,2023/10/0881-002
16994-10634,16994--,13126,SUPERNET LTD,16994,-,10634,2023/10/0887-003
14981-10636,14981--,13127,SATCOMM (PRIVATE) LIMITED,14981,-,10636,53971
17369-5208,17369-4994,13128,WAHEED BHAI CARPENTER,17369,4994,5208,BRK/223/2023
17369-10613,17369--,13129,WAHEED BHAI CARPENTER,17369,-,10613,BRK/223/2023
17475-10612,17475--,13130,A. G. ASSOCIATES,17475,-,10612,6046
17435-10619,17435--,13131,EZZI ENGINEERING,17435,-,10619,18081
15421-10624,15421--,13132,TECHNO ENERGY SYSTEM,15421,-,10624,2310
15294-10623,15294--,13133,TECHNO ENERGY SYSTEM,15294,-,10623,2309
17275--,17275--,13134,AR ENTERPRISES,17275,-,-,AR 020-23
17404-10593,17404-5849,13135,AR ENTERPRISES,17404,5849,10593,AR 255-23
17541-10632,17541-5872,13136,PAKISTAN OXYGEN LIMITED,17541,5872,10632,371940836
17190-10575,17190-5840,13137,PAKISTAN OXYGEN LIMITED,17190,5840,10575,371936360
17342-13438,17342-13133,13138,ALLIED TRADING & PACKAGING COMPANY,17342,13133,13438,25538
17405-10592,17405-5848,13139,ATIQUE TRADERS,17405,5848,10592,INV-93420
17088-10606,17088-5852,13140,JAVED CHEMICAL CORPORATION,17088,5852,10606,25952
16231-10607,16231-5853,13141,JAVED CHEMICAL CORPORATION,16231,5853,10607,25953
16915-10547,16915-5829,13142,JAVED CHEMICAL CORPORATION,16915,5829,10547,25954
16915-10579,16915-5842,13143,JAVED CHEMICAL CORPORATION,16915,5842,10579,25954
16915-10616,16915-5864,13144,JAVED CHEMICAL CORPORATION,16915,5864,10616,25954
15175-10597,15175--,13145,M/S. TELECOM ENGINEERING COMPANY,15175,-,10597,TEC/SST-53/2023/2024
17435-10596,17435--,13146,EZZI ENGINEERING,17435,-,10596,18071
17435-10619,17435--,13147,EZZI ENGINEERING,17435,-,10619,18071
17503-10614,17503-5860,13148,AR ENTERPRISES,17503,5860,10614,AR 258-23
15769-13478,15769-13147,13149,MIRPURKHAS SUGAR MILLS LIMITED,15769,13147,13478,MSM/SUG/2022-2023/0001135
17135-10617,17135-5865,13150,INDUSTRIAL BUSINESS LINKS (PVT.) LIMITED,17135,5865,10617,IBL-1242
17549-,17549-5884,13151,INDUSTRIAL BUSINESS LINKS (PVT.) LIMITED,17549,5884,,IBL-1250
17423-5216,17423-5003,13152,M/S. UNIVERSAL ENGINEERING,17423,5003,5216,29507
17423-5221,17423-5008,13153,M/S. UNIVERSAL ENGINEERING,17423,5008,5221,29507
16871-5224,16871-5010,13154,PROFESSIONAL,16871,5010,5224,0160
17246-,17246-13182,13155,IFTEKHAR INTERNATIONAL,17246,13182,,733
17191-,17191-13263,13156,STANDARD SCIENTIFIC SUPPLIES,17191,13263,,S-142 2023
17479-,17479-13262,13157,STANDARD SCIENTIFIC SUPPLIES,17479,13262,,S-143 2023
17181-13469,17181-13152,13158,STANDARD SCIENTIFIC SUPPLIES,17181,13152,13469,S-140 2023
17348-13456,17348-13121,13159,STANDARD SCIENTIFIC SUPPLIES,17348,13121,13456,S-141 2023
17348-13479,17348-13151,13160,STANDARD SCIENTIFIC SUPPLIES,17348,13151,13479,S-141 2023
17563-,17563-5900,13161,INDUSTRIAL BUSINESS LINKS (PVT.) LIMITED,17563,5900,,IBL-1253
17218-,17218-13223,13162,METIER PLASTIC (PVT.) LIMITED,17218,13223,,23240106
17218-,17218-13221,13163,METIER PLASTIC (PVT.) LIMITED,17218,13221,,23240105
17218-,17218-13222,13164,METIER PLASTIC (PVT.) LIMITED,17218,13222,,23240105
17218-,17218-13229,13165,METIER PLASTIC (PVT.) LIMITED,17218,13229,,23240105
17218-,17218-13208,13166,METIER PLASTIC (PVT.) LIMITED,17218,13208,,23240102
17218-,17218-13209,13167,METIER PLASTIC (PVT.) LIMITED,17218,13209,,23240102
17218-,17218-13191,13168,METIER PLASTIC (PVT.) LIMITED,17218,13191,,23240097
17218-13492,17218-13192,13169,METIER PLASTIC (PVT.) LIMITED,17218,13192,13492,23240097
17218-13491,17218-13188,13170,METIER PLASTIC (PVT.) LIMITED,17218,13188,13491,23240096
17218-13502,17218-13189,13171,METIER PLASTIC (PVT.) LIMITED,17218,13189,13502,23240096
17218-13503,17218-13190,13172,METIER PLASTIC (PVT.) LIMITED,17218,13190,13503,23240096
17218-,17218-13203,13173,METIER PLASTIC (PVT.) LIMITED,17218,13203,,23240099
17218-,17218-13204,13174,METIER PLASTIC (PVT.) LIMITED,17218,13204,,23240099
17218-,17218-13205,13175,METIER PLASTIC (PVT.) LIMITED,17218,13205,,23240099
17218-,17218-13206,13176,METIER PLASTIC (PVT.) LIMITED,17218,13206,,23240099
17218-13501,17218-13187,13177,METIER PLASTIC (PVT.) LIMITED,17218,13187,13501,23240095
17218-,17218-13186,13178,METIER PLASTIC (PVT.) LIMITED,17218,13186,,23240094
17270-,17270-13219,13179,METIER PLASTIC (PVT.) LIMITED,17270,13219,,23240104
17493-,17493-13217,13180,METIER IMPRESSIONS (PVT) LTD.,17493,13217,,23240133
17493-,17493-13218,13181,METIER IMPRESSIONS (PVT) LTD.,17493,13218,,23240133
17493-,17493-13199,13182,METIER IMPRESSIONS (PVT) LTD.,17493,13199,,23240127
17493-,17493-13200,13183,METIER IMPRESSIONS (PVT) LTD.,17493,13200,,23240127
17493-,17493-13201,13184,METIER IMPRESSIONS (PVT) LTD.,17493,13201,,23240127
17449-,17449-13216,13185,METIER IMPRESSIONS (PVT) LTD.,17449,13216,,23240131
17391-,17391-13232,13186,METIER IMPRESSIONS (PVT) LTD.,17391,13232,,23240132
17391-,17391-13233,13187,METIER IMPRESSIONS (PVT) LTD.,17391,13233,,23240132
17480-,17480-13231,13188,METIER IMPRESSIONS (PVT) LTD.,17480,13231,,23240134
17038-,17038-13230,13189,METIER IMPRESSIONS (PVT) LTD.,17038,13230,,23240135
17223-,17223-13220,13190,METIER IMPRESSIONS (PVT) LTD.,17223,13220,,23240136
17272-13504,17272-13197,13191,METIER IMPRESSIONS (PVT) LTD.,17272,13197,13504,23240128
17266-,17266-13193,13192,METIER AMPOULE (PVT.) LIMITED,17266,13193,,23240517
17343-13505,17343-13185,13193,METIER AMPOULE (PVT.) LIMITED,17343,13185,13505,23240516
17359-,17359-13215,13194,METIER AMPOULE (PVT.) LIMITED,17359,13215,,23240545
17562-10671,17562--,13195,RAUF ELECTRONIC EQUIPMENT SERVICE,17562,-,10671,02067/2324M
17559-10660,17559--,13196,RAUF ELECTRONIC EQUIPMENT SERVICE,17559,-,10660,02061/2324M
17450-10650,17450-5888,13197,KRS ASSOCIATES,17450,5888,10650,AEC-0638
17485-5222,17485-5011,13198,KRS ASSOCIATES,17485,5011,5222,AEC-0639
17485-10642,17485-5886,13199,KRS ASSOCIATES,17485,5886,10642,AEC-0639
17485-10675,17485--,13200,KRS ASSOCIATES,17485,-,10675,AEC-0639
17115-10641,17115-5885,13201,KRS ASSOCIATES,17115,5885,10641,AEC-0637
17566-,17566-5901,13202,AR ENTERPRISES,17566,5901,,AR 260-23
17561-10658,17561--,13203,WAHEED BHAI CARPENTER,17561,-,10658,BRK/224/2023
17545-13508,17545-13196,13204,TOSS ENTERPRISES,17545,13196,13508,24-0078
16702-10654,16702-5892,13205,ALPINE CHEMICAL SOLUTIONS (PVT.) LIMITED,16702,5892,10654,ACSSO102303
17497-10653,17497-5891,13206,AL NAFAY GRAVURE,17497,5891,10653,0932
15769-13509,15769-13207,13207,MIRPURKHAS SUGAR MILLS LIMITED,15769,13207,13509,MSM/SUG/2022-2023/0001231
17084-10644,17084-5880,13208,M/S. MUSAJI ADAM & SONS,17084,5880,10644,2472/KHI/23
17310-,17310-13226,13209,AL NAFAY GRAVURE,17310,13226,,0934
17383-,17383-13212,13210,AL NAFAY GRAVURE,17383,13212,,0934
17310-,17310-13211,13211,AL NAFAY GRAVURE,17310,13211,,0934
17310-,17310-13228,13212,AL NAFAY GRAVURE,17310,13228,,0934
17310-,17310-13227,13213,AL NAFAY GRAVURE,17310,13227,,0934
17575-10673,17575-5905,13214,INDUSTRAD ENGINEERING (PVT.) LTD.,17575,5905,10673,ST/10/2416
17547-10645,17547-5881,13215,BLAZON INTERNATIONAL,17547,5881,10645,1924
17371-5215,17371-5002,13216,SALIK ENTERPRISES,17371,5002,5215,125
17374-,17374-5001,13217,SALIK ENTERPRISES,17374,5001,,124
15999-10677,15999--,13218,WAHEED BHAI CARPENTER,15999,-,10677,BRK/225/2023
17579-5230,17579-5017,13219,WAHEED BHAI CARPENTER,17579,5017,5230,BRK/226/2023
17579-10678,17579--,13220,WAHEED BHAI CARPENTER,17579,-,10678,BRK/226/2023
17421-10631,17421-5873,13221,PAK GASES,17421,5873,10631,6071
17421-10633,17421-5874,13222,PAK GASES,17421,5874,10633,6071
17592-10686,17592-5912,13223,LASER TECH (PVT) LTD,17592,5912,10686,1522
17588-,17588-13269,13224,AN TRADERS,17588,13269,,005268
17196-,17196-13268,13225,AN TRADERS,17196,13268,,005267
17147-,17147-594,13226,AN TRADERS,17147,594,,005266
17320-10626,17320-5867,13227,M/S. MUSAJI ADAM & SONS,17320,5867,10626,2512/KHI/23
17320-10643,17320-5879,13228,M/S. MUSAJI ADAM & SONS,17320,5879,10643,2512/KHI/23
17320-10657,17320-5894,13229,M/S. MUSAJI ADAM & SONS,17320,5894,10657,2512/KHI/23
17391-,17391-13270,13230,METIER IMPRESSIONS (PVT) LTD.,17391,13270,,23240149
17493-,17493-13271,13231,METIER IMPRESSIONS (PVT) LTD.,17493,13271,,23240147
17493-,17493-13279,13232,METIER IMPRESSIONS (PVT) LTD.,17493,13279,,23240147
17448-,17448-13252,13233,METIER IMPRESSIONS (PVT) LTD.,17448,13252,,23240145
17499-,17499-13259,13234,METIER IMPRESSIONS (PVT) LTD.,17499,13259,,23240144
17395-,17395-13250,13235,METIER IMPRESSIONS (PVT) LTD.,17395,13250,,23240143
17395-,17395-13251,13236,METIER IMPRESSIONS (PVT) LTD.,17395,13251,,23240143
17395-,17395-13261,13237,METIER IMPRESSIONS (PVT) LTD.,17395,13261,,23240143
17205-,17205-13260,13238,METIER IMPRESSIONS (PVT) LTD.,17205,13260,,23240142
17205-,17205-13249,13239,METIER IMPRESSIONS (PVT) LTD.,17205,13249,,23240142
17493-,17493-597,13240,METIER IMPRESSIONS (PVT) LTD.,17493,597,,23240141
17448-,17448-596,13241,METIER IMPRESSIONS (PVT) LTD.,17448,596,,23240140
17493-,17493-13237,13242,METIER IMPRESSIONS (PVT) LTD.,17493,13237,,23240139
17493-,17493-13238,13243,METIER IMPRESSIONS (PVT) LTD.,17493,13238,,23240139
17493-,17493-595,13244,METIER IMPRESSIONS (PVT) LTD.,17493,595,,23240139
17240-,17240-13255,13245,METIER IMPRESSIONS (PVT) LTD.,17240,13255,,23240138
17240-,17240-13236,13246,METIER IMPRESSIONS (PVT) LTD.,17240,13236,,23240138
17240-,17240-13246,13247,METIER IMPRESSIONS (PVT) LTD.,17240,13246,,23240138
17240-,17240-13247,13248,METIER IMPRESSIONS (PVT) LTD.,17240,13247,,23240138
16424-13546,16424-13283,13249,METIER PLASTIC (PVT.) LIMITED,16424,13283,13546,23240115
16900-13544,16900-13276,13250,METIER PLASTIC (PVT.) LIMITED,16900,13276,13544,23240116
17364-13520,17364-13253,13251,METIER PLASTIC (PVT.) LIMITED,17364,13253,13520,23240111
17270-13519,17270-13242,13252,METIER PLASTIC (PVT.) LIMITED,17270,13242,13519,23240109
17270-13527,17270-13243,13253,METIER PLASTIC (PVT.) LIMITED,17270,13243,13527,23240109
17270-13521,17270-13254,13254,METIER PLASTIC (PVT.) LIMITED,17270,13254,13521,23240112
17270-,17270-13275,13255,METIER PLASTIC (PVT.) LIMITED,17270,13275,,23240114
17218-13525,17218-13255,13256,METIER PLASTIC (PVT.) LIMITED,17218,13255,13525,23240110
17218-13529,17218-13256,13257,METIER PLASTIC (PVT.) LIMITED,17218,13256,13529,23240110
17218-13530,17218-13257,13258,METIER PLASTIC (PVT.) LIMITED,17218,13257,13530,23240110
17218-13531,17218-13234,13259,METIER PLASTIC (PVT.) LIMITED,17218,13234,13531,23240107
17218-13543,17218-13272,13260,METIER PLASTIC (PVT.) LIMITED,17218,13272,13543,23240113
17218-13548,17218-13273,13261,METIER PLASTIC (PVT.) LIMITED,17218,13273,13548,23240113
17218-,17218-13274,13262,METIER PLASTIC (PVT.) LIMITED,17218,13274,,23240113
17218-13524,17218-13239,13263,METIER PLASTIC (PVT.) LIMITED,17218,13239,13524,23240108
17218-13547,17218-13240,13264,METIER PLASTIC (PVT.) LIMITED,17218,13240,13547,23240108
17218-13541,17218-13241,13265,METIER PLASTIC (PVT.) LIMITED,17218,13241,13541,23240108
16423-,16423-13267,13266,METIER AMPOULE (PVT.) LIMITED,16423,13267,,23240575
17387-,17387-13278,13267,METIER AMPOULE (PVT.) LIMITED,17387,13278,,23240576
17492-13475,17492-13146,13268,A. M. YOUSUF & CO.,17492,13146,13475,AMY/1069
17456-13480,17456-13160,13269,A. M. YOUSUF & CO.,17456,13160,13480,AMY/1077
17541-10681,17541-5910,13270,PAKISTAN OXYGEN LIMITED,17541,5910,10681,371943787
17541-10652,17541-5890,13271,PAKISTAN OXYGEN LIMITED,17541,5890,10652,371941627
17541-10651,17541-5889,13272,PAKISTAN OXYGEN LIMITED,17541,5889,10651,371941626
17203-10680,17203-5909,13273,PAKISTAN OXYGEN LIMITED,17203,5909,10680,371943788
17595-5232,17595-5019,13274,TYRE WORLD,17595,5019,5232,96
17595-5234,17595-5021,13275,TYRE WORLD,17595,5021,5234,94
17595-5233,17595-5020,13276,TYRE WORLD,17595,5020,5233,95
17594-5231,17594-5018,13277,TYRE WORLD,17594,5018,5231,91
17582-,17582-13266,13278,MAK KEMIKAL,17582,13266,,MK-2303-BROOKES
17017-10647,17017-5883,13279,JAVED CHEMICAL CORPORATION,17017,5883,10647,26025
17088-10646,17088-5882,13280,JAVED CHEMICAL CORPORATION,17088,5882,10646,26024
17210-13506,17210-13184,13281,JAVED CHEMICAL CORPORATION,17210,13184,13506,26003
16912-10649,16912-5887,13282,JAVED CHEMICAL CORPORATION,16912,5887,10649,26029
16915-10661,16915-5895,13283,JAVED CHEMICAL CORPORATION,16915,5895,10661,26043
16912-10663,16912-5897,13284,JAVED CHEMICAL CORPORATION,16912,5897,10663,26045
16512-10664,16512-5898,13285,JAVED CHEMICAL CORPORATION,16512,5898,10664,26044
17036-13493,17036-13198,13286,GHANI GLASS LIMITED,17036,13198,13493,PH22023100338
17036-13488,17036-13183,13287,GHANI GLASS LIMITED,17036,13183,13488,PH22023100223
16810-10689,16810-5914,13288,MICRO SCIENTIFIC CO.,16810,5914,10689,15898
17614-,17614-13309,13289,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13309,,1285
17614-,17614-13310,13290,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13310,,1285
17614-,17614-13311,13291,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13311,,1285
17614-,17614-13312,13292,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13312,,1285
17614-,17614-13313,13293,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13313,,1285
17614-,17614-13314,13294,PAK ELECTRON BEAM IRRADIATION PVT. LTD.,17614,13314,,1285
17583-,17583-5930,13295,UNITED AQUA TECHNOLOGIES ,17583,5930,,9553
17365-,17365-13293,13296,UNITED TUBES (PVT) LTD.,17365,13293,,29893
17220-,17220-13292,13297,UNITED TUBES (PVT) LTD.,17220,13292,,29892
17220-,17220-13295,13298,UNITED TUBES (PVT) LTD.,17220,13295,,29890
17268-,17268-13294,13299,UNITED TUBES (PVT) LTD.,17268,13294,,29891
17092-10714,17092--,13300,INDUSTRIAL ANALYTICAL CENTER,17092,-,10714,2942
17131-10711,17131--,13301,PAKISTAN OXYGEN,17131,-,10711,371941902
17246-,17246-13340,13302,IFTEKHAR INTERNATIONAL,17246,13340,,800
17611-10716,17611-5937,13303,HASNAIN TRANSPORT COMPANY,17611,5937,10716,03
17606-10715,17606-5936,13304,HEALTH FACTORY INTERNATIONAL,17606,5936,10715,00261534
17606-10715,17606-5936,13305,HEALTH FACTORY INTERNATIONAL,17606,5936,10715,00261536
17610--,17610--,13306,TYRE WORLD,17610,-,-,98
17610--,17610--,13307,TYRE WORLD,17610,-,-,97
17607--,17607--,13308,M/S ASAD WATER SUPPLIER,17607,-,-,006-A
17608-10717,17608-5938,13309,M/S ASAD WATER SUPPLIER,17608,5938,10717,006-B
17608-10717,17608-5938,13310,M/S ASAD WATER SUPPLIER,17608,5938,10717,006-C
17320-10707,17320-5931,13311,M/S. MUSAJI ADAM & SONS,17320,5931,10707,2560/KHI/23
17320-10670,17320-5904,13312,M/S. MUSAJI ADAM & SONS,17320,5904,10670,2560/KHI/23
17515-10712,17515-5935,13313,MICRO SCIENTIFIC CO.,17515,5935,10712,15908
17568-5229,17568-5016,13314,H.H CORPORATION,17568,5016,5229,0091
17465-5228,17465-5015,13315,H.H CORPORATION,17465,5015,5228,0090
14606-5239,14606-5026,13316,WADITTAR ENGINEERING,14606,5026,5239,2674
17373-10687,17373-5913,13317,METIER IMPRESSIONS (PVT) LTD.,17373,5913,10687,23240151
17205-13573,17205-13302,13318,METIER IMPRESSIONS (PVT) LTD.,17205,13302,13573,23240161
17240-,17240-13301,13319,METIER IMPRESSIONS (PVT) LTD.,17240,13301,,23240160
17395-,17395-13300,13320,METIER IMPRESSIONS (PVT) LTD.,17395,13300,,23240159
17498-,17498-13308,13321,METIER IMPRESSIONS (PVT) LTD.,17498,13308,,23240157
17395-,17395-13299,13322,METIER IMPRESSIONS (PVT) LTD.,17395,13299,,23240158
17493-13579,17493-13298,13323,METIER IMPRESSIONS (PVT) LTD.,17493,13298,13579,23240156
17205-,17205-13297,13324,METIER IMPRESSIONS (PVT) LTD.,17205,13297,,23240155
17116-,17116-13289,13325,METIER IMPRESSIONS (PVT) LTD.,17116,13289,,23240154
17499-,17499-13290,13326,METIER IMPRESSIONS (PVT) LTD.,17499,13290,,23240153
17499-,17499-13291,13327,METIER IMPRESSIONS (PVT) LTD.,17499,13291,,23240153
17514-,17514-598,13328,METIER IMPRESSIONS (PVT) LTD.,17514,598,,23240152
17270-,17270-13286,13329,METIER PLASTIC (PVT.) LIMITED,17270,13286,,23240118
17270-,17270-13287,13330,METIER PLASTIC (PVT.) LIMITED,17270,13287,,23240118
17218-13551,17218-13284,13331,METIER PLASTIC (PVT.) LIMITED,17218,13284,13551,23240117
17218-13564,17218-13285,13332,METIER PLASTIC (PVT.) LIMITED,17218,13285,13564,23240117
17218-,17218-13304,13333,METIER PLASTIC (PVT.) LIMITED,17218,13304,,23240120
17218-13568,17218-13305,13334,METIER PLASTIC (PVT.) LIMITED,17218,13305,13568,23240120
17270-,17270-13303,13335,METIER PLASTIC (PVT.) LIMITED,17270,13303,,23240119
17364-13569,17364-13306,13336,METIER PLASTIC (PVT.) LIMITED,17364,13306,13569,23240121
16900-13570,16900-13307,13337,METIER PLASTIC (PVT.) LIMITED,16900,13307,13570,23240122
17443-,17443-13296,13338,METIER AMPOULE (PVT.) LIMITED,17443,13296,,23240597
17343-13565,17343-13288,13339,METIER AMPOULE (PVT.) LIMITED,17343,13288,13565,23240583
17036-13549,17036-13264,13340,GHANI GLASS LIMITED,17036,13264,13549,PH22023100896
17601-10708,17601-5932,13341,JCM ENTERPRISE,17601,5932,10708,JCM-658
17601-10709,17601-5933,13342,JCM ENTERPRISE,17601,5933,10709,JCM-659
17601-10710,17601-5934,13343,JCM ENTERPRISE,17601,5934,10710,JCM-662
17246-13572,17246-13282,13344,IFTEKHAR INTERNATIONAL,17246,13282,13572,775
17246-,17246-13335,13345,IFTEKHAR INTERNATIONAL,17246,13335,,791
17246-,17246-13334,13346,IFTEKHAR INTERNATIONAL,17246,13334,,790
17246-,17246-13375,13347,IFTEKHAR INTERNATIONAL,17246,13375,,819
16559-13653,16559-13371,13348,BROTHERS ENTERPRISE (PVT.) LIMITED,16559,13371,13653,K-121912
17441-13629,17441-13336,13349,BROTHERS ENTERPRISE (PVT.) LIMITED,17441,13336,13629,K-121860
17632-10746,17632--,13350,FRIENDS ELECTRIC  WORKS,17632,-,10746,00798
17468-10747,17468--,13351,FRIENDS ELEVATOR SOLUTION,17468,-,10747,00799
17468-10748,17468--,13352,FRIENDS ELEVATOR SOLUTION,17468,-,10748,00799
15847-10735,15847-5950,13353,DELTA BOILER SERVICES,15847,5950,10735,2151
15502-10745,15502--,13354,A. G. ASSOCIATES,15502,-,10745,6016
15503-10744,15503--,13355,A. G. ASSOCIATES,15503,-,10744,5071
15696-10734,15696--,13356,A. G. ASSOCIATES,15696,-,10734,5072
17387-,17387-13333,13357,METIER AMPOULE (PVT.) LIMITED,17387,13333,,23240617
17359-13620,17359-13329,13358,METIER AMPOULE (PVT.) LIMITED,17359,13329,13620,23240616
17359-13621,17359-13330,13359,METIER AMPOULE (PVT.) LIMITED,17359,13330,13621,23240618
17343-13615,17343-13319,13360,METIER AMPOULE (PVT.) LIMITED,17343,13319,13615,23240613
17343-13616,17343-13320,13361,METIER AMPOULE (PVT.) LIMITED,17343,13320,13616,23240614
17343-13645,17343-13351,13362,METIER AMPOULE (PVT.) LIMITED,17343,13351,13645,23240637
17205-,17205-13373,13363,METIER IMPRESSIONS (PVT) LTD.,17205,13373,,23240179
17665-,17665-13369,13364,METIER IMPRESSIONS (PVT) LTD.,17665,13369,,23240178
17205-,17205-13370,13365,METIER IMPRESSIONS (PVT) LTD.,17205,13370,,23240180
17477-,17477-13372,13366,METIER IMPRESSIONS (PVT) LTD.,17477,13372,,23240177
17223-13640,17223-13341,13367,METIER IMPRESSIONS (PVT) LTD.,17223,13341,13640,23240173
17459-13652,17459-13348,13368,METIER IMPRESSIONS (PVT) LTD.,17459,13348,13652,23240174
17272-13613,17272-13315,13369,METIER IMPRESSIONS (PVT) LTD.,17272,13315,13613,23240164
17270-,17270-13368,13370,METIER PLASTIC (PVT.) LIMITED,17270,13368,,23240142
16900-13617,16900-13321,13371,METIER PLASTIC (PVT.) LIMITED,16900,13321,13617,23240129
17218-,17218-13364,13372,METIER PLASTIC (PVT.) LIMITED,17218,13364,,23240141
17218-,17218-13365,13373,METIER PLASTIC (PVT.) LIMITED,17218,13365,,23240141
17218-,17218-13366,13374,METIER PLASTIC (PVT.) LIMITED,17218,13366,,23240141
17218-,17218-13367,13375,METIER PLASTIC (PVT.) LIMITED,17218,13367,,23240141
17218-13644,17218-13339,13376,METIER PLASTIC (PVT.) LIMITED,17218,13339,13644,23240134
17218-13642,17218-13342,13377,METIER PLASTIC (PVT.) LIMITED,17218,13342,13642,23240135
